transaction_line_item_id,order_transaction_id,product_id,full_price_retail,discounts,revenue,quantity,return_reason,currency
S12798894309454,#3309370,39399871709262,69,13.8,55.2,1,,GBP
R12798894309454,RET#3309370,39399871709262,-69,-13.8,-55.2,-1,size or fit,GBP
R12798894342222,RET#3309370,39399871676494,-69,0,-69,-1,size or fit,GBP
R12798970298446,RET#3309450,39399871447118,-69,0,0,-1,size or fit,GBP
R12798971379790,RET#3309452,32576267386958,-64,0,0,-1,size or fit,GBP
R12798995955790,RET#3309497,39399871676494,-69,0,-68.75,-1,size or fit,GBP
S12798995955790,#3309497,39399871676494,69,0,69,1,,GBP
R12799016730702,RET#3309527,39399871676494,-69,0,-68.47,-1,size or fit,GBP
R12799016697934,RET#3309527,39399871414350,-69,-13.8,-54.78,-1,size or fit,GBP
S12799016697934,#3309527,39399871414350,69,13.8,55.2,1,,GBP
S12799016730702,#3309527,39399871676494,69,0,69,1,,GBP
R12799032721486,RET#3309542,40106359029838,-69,-13.8,-55,-1,size or fit,GBP
R12799032754254,RET#3309542,39399871709262,-69,0,-68.75,-1,size or fit,GBP
S12799032754254,#3309542,39399871709262,69,0,69,1,,GBP
S12799032721486,#3309542,40106359029838,69,13.8,55.2,1,,GBP
R12799062868046,RET#3309583,39399871742030,-69,0,-68.75,-1,size or fit,GBP
S12799062868046,#3309583,39399871742030,69,0,69,1,,GBP
R12799225659470,RET#3309834,40218374733902,-149,0,-148.05,-1,too long or too short,GBP
S12799225659470,#3309834,40218374733902,149,0,149,1,,GBP
R12799261081678,RET#3309898,32841360375886,-64,-12.8,-51.2,-1,"fabric, color, design",GBP
R12799261147214,RET#3309898,39399871643726,-69,0,-69,-1,size or fit,GBP
S12799261081678,#3309898,32841360375886,64,12.8,51.2,1,,GBP
S12799261147214,#3309898,39399871643726,69,0,69,1,,GBP
R12799261114446,RET#3309898,40106358898766,-69,-13.8,-55.2,-1,size or fit,GBP
S12799261114446,#3309898,40106358898766,69,13.8,55.2,1,,GBP
S12799376162894,#3310101,40106358997070,69,13.8,55.2,1,,GBP
S12799376195662,#3310101,39399871676494,69,0,69,1,,GBP
R12799402180686,RET#3310152,40230420873294,-69,0,0,-1,size or fit,GBP
S12799402180686,#3310152,40230420873294,69,0,69,1,,GBP
R12799425085518,RET#3310191,39991315038286,-84,-30.24,0,-1,too tight or too loose,GBP
R12799425151054,RET#3310191,39399871447118,-69,-21.79,0,-1,size or fit,GBP
R12814056423502,RET#3304929,40245471346766,-69,0,0,-1,size or fit,GBP
R12814056390734,RET#3304929,40245471084622,-69,-13.8,0,-1,size or fit,GBP
R12812117770318,RET#3308217,39399871414350,-69,0,0,-1,size or fit,GBP
R12795579793486,RET#3304626,28538965360718,-98.45,0,-98.45,-1,,GBP
R12795579826254,RET#3304626,39399871709262,-82.04,-16.41,-65.63,-1,,GBP
S12795579793486,#3304626,28538965360718,98.45,0,98.45,1,,GBP
S12795579826254,#3304626,39399871709262,82.04,16.41,65.63,1,,GBP
R12795631763534,RET#3304680,39399871840334,-69,0,-69,-1,ordered incorrectly or too many,GBP
S12795631763534,#3304680,39399871840334,69,0,69,1,,GBP
R12795650900046,RET#3304710,32576267354190,-64,0,-63.74,-1,does not suit me,GBP
S12795650900046,#3304710,32576267354190,64,0,64,1,,GBP
R12795675770958,RET#3304753,39399871512654,-69,0,-69,-1,size or fit,GBP
S12795675738190,#3304753,40399675326542,69,13.8,55.2,1,,GBP
S12795675770958,#3304753,39399871512654,69,0,69,1,,GBP
R12795679408206,RET#3304757,32645809143886,-84,0,-83.43,-1,overall fit and construction,GBP
S12795679408206,#3304757,32645809143886,84,0,84,1,,GBP
R12795803402318,RET#3304976,28587503550542,-89,0,-89,-1,overall fit,GBP
S12795803402318,#3304976,28587503550542,89,0,89,1,,GBP
S12795831877710,#3305024,39399871676494,69,13.8,55.2,1,,GBP
S12795831910478,#3305024,40106358997070,69,0,69,1,,GBP
R12795908030542,RET#3305160,39399871807566,-69,-13.8,-55.04,-1,size or fit,GBP
S12795908030542,#3305160,39399871807566,69,13.8,55.2,1,,GBP
R12795908063310,RET#3305160,39399871578190,-69,0,-68.8,-1,size or fit,GBP
S12795908063310,#3305160,39399871578190,69,0,69,1,,GBP
R12795913240654,RET#3305172,39399871414350,-69,0,-68.37,-1,size or fit,GBP
S12795913240654,#3305172,39399871414350,69,0,69,1,,GBP
S12795990048846,#3305291,40266536910926,99,0,99,1,,GBP
S12796008333390,#3305321,40110633713742,39,7.8,31.2,1,,GBP
S12796008300622,#3305321,39399871479886,69,0,69,1,,GBP
R12796012068942,RET#3305327,28538965459022,-84,-16.8,-66.74,-1,,GBP
R12796012101710,RET#3305327,28587503747150,-89,0,-88.39,-1,,GBP
R12796097986638,RET#3305459,39399871709262,-69,-10,0,-1,shipping issues or timing,GBP
R12796098019406,RET#3305459,39940333731918,-129,-25.8,0,-1,shipping issues or timing,GBP
R12796097953870,RET#3305459,39399871447118,-69,-10,0,-1,shipping issues or timing,GBP
S12796097953870,#3305459,39399871447118,69,10,59,1,,GBP
S12796097986638,#3305459,39399871709262,69,10,59,1,,GBP
S12796098019406,#3305459,39940333731918,129,25.8,103.2,1,,GBP
R12796115746894,RET#3305492,28619227889742,-84,0,0,-1,defect or quality,GBP
R12796126789710,RET#3305502,39926153052238,-69,0,-68.88,-1,size or fit,GBP
S12796126789710,#3305502,39926153052238,69,0,69,1,,GBP
R12796132458574,RET#3305515,40245471346766,-69,-13.8,0,-1,size or fit,GBP
R12796132491342,RET#3305515,40245471084622,-69,0,0,-1,size or fit,GBP
S12796132491342,#3305515,40245471084622,69,0,69,1,,GBP
S12796132458574,#3305515,40245471346766,69,13.8,55.2,1,,GBP
S12796138192974,#3305525,40399675359310,69,13.8,55.2,1,,GBP
S12796138225742,#3305525,39399872299086,69,0,69,1,,GBP
R12796231680078,RET#3305679,28538965295182,-105.56,-21.11,-84.45,-1,,GBP
R12796231712846,RET#3305679,40287343542350,-111.77,0,-111.77,-1,,GBP
R12796231647310,RET#3305679,31872561217614,-99.35,-19.87,-79.48,-1,,GBP
S12796231647310,#3305679,31872561217614,99.35,19.87,79.48,1,,GBP
S12796231680078,#3305679,28538965295182,105.56,21.11,84.45,1,,GBP
S12796231712846,#3305679,40287343542350,111.77,0,111.77,1,,GBP
R12796307996750,RET#3305783,32893687922766,-64,-12.79,-51.02,-1,size or fit,GBP
S12796307996750,#3305783,32893687922766,64,12.79,51.21,1,,GBP
S12796307963982,#3305783,32576267321422,64,23.04,40.96,1,,GBP
S12796307931214,#3305783,32841360998478,64,23.04,40.96,1,,GBP
R12796384936014,RET#3305873,40106359193678,-69,0,0,-1,size or fit,GBP
R12796384903246,RET#3305873,39399871774798,-69,-13.8,0,-1,ordered incorrectly or too many,GBP
R12796481339470,RET#3306012,39509196210254,-64,-6.39,-57.61,-1,size or fit,GBP
S12796481339470,#3306012,39509196210254,64,6.39,57.61,1,,GBP
R12796616966222,RET#3306209,32841374924878,-64,0,-63.77,-1,size or fit,GBP
S12796616966222,#3306209,32841374924878,64,0,64,1,,GBP
R12796633186382,RET#3306224,39926153052238,-69,-13.8,-55.04,-1,size or fit,GBP
S12796633186382,#3306224,39926153052238,69,13.8,55.2,1,,GBP
S12796633219150,#3306224,28619227889742,84,0,84,1,,GBP
R12796641640526,RET#3306239,39991315333198,-84,-16.8,0,-1,too tight or too loose,GBP
S12796641640526,#3306239,39991315333198,84,16.8,67.2,1,,GBP
S12796654682190,#3306262,39399871742030,69,0,69,1,,GBP
S12796654649422,#3306262,40106359128142,69,13.8,55.2,1,,GBP
R12796668182606,RET#3306282,32841360703566,-64,0,0,-1,size or fit,GBP
S12796668182606,#3306282,32841360703566,64,0,64,1,,GBP
S12796668149838,#3306282,32576267550798,64,12.8,51.2,1,,GBP
S12796729950286,#3306354,32576267649102,64,0,64,1,,GBP
S12796729917518,#3306354,32893676748878,64,12.8,51.2,1,,GBP
R12796756656206,RET#3306400,40230420938830,-69,-13.8,-55.2,-1,size or fit,GBP
R12796756688974,RET#3306400,39399871774798,-69,0,-69,-1,size or fit,GBP
S12796756656206,#3306400,40230420938830,69,13.8,55.2,1,,GBP
S12796756688974,#3306400,39399871774798,69,0,69,1,,GBP
S12796784410702,#3306453,39509195948110,64,12.8,51.2,1,,GBP
S12796784443470,#3306453,32576267518030,64,0,64,1,,GBP
R12796811018318,RET#3306495,32893687922766,-64,-23.04,0,-1,size or fit,GBP
S12796810920014,#3306495,39509205286990,84,30.24,53.76,1,,GBP
S12796810985550,#3306495,32893673209934,64,23.04,40.96,1,,GBP
S12796810952782,#3306495,32645822087246,84,16.8,67.2,1,,GBP
R12796810985550,RET#3306495,32893673209934,-64,-23.04,0,-1,size or fit,GBP
S12796811018318,#3306495,32893687922766,64,23.04,40.96,1,,GBP
R12796825796686,RET#3306523,39399871512654,-69,-13.8,-55.2,-1,size or fit,GBP
R12796825829454,RET#3306523,39926153117774,-69,0,-69,-1,size or fit,GBP
S12796825829454,#3306523,39926153117774,69,0,69,1,,GBP
S12796825796686,#3306523,39399871512654,69,13.8,55.2,1,,GBP
R12796827959374,RET#3306528,39399871676494,-69,-17,0,-1,shipping issues or timing,GBP
R12796827893838,RET#3306528,39457106821198,-99,-25,0,-1,shipping issues or timing,GBP
R12796827926606,RET#3306528,28587503583310,-89,-22,0,-1,shipping issues or timing,GBP
S12796827959374,#3306528,39399871676494,69,17,52,1,,GBP
S12796827893838,#3306528,39457106821198,99,25,74,1,,GBP
S12796827926606,#3306528,28587503583310,89,22,67,1,,GBP
R12796869771342,RET#3306611,40245471117390,-69,0,0,-1,size or fit,GBP
S12796869771342,#3306611,40245471117390,69,0,69,1,,GBP
R12796883238990,RET#3306635,39926153085006,-69,-13.8,0,-1,size or fit,GBP
R12796883271758,RET#3306635,40106359128142,-69,0,0,-1,size or fit,GBP
S12796883271758,#3306635,40106359128142,69,0,69,1,,GBP
S12796883238990,#3306635,39926153085006,69,13.8,55.2,1,,GBP
R12796885073998,RET#3306639,39541981446222,-99,-19.8,-78.91,-1,overall fit and construction,GBP
R12796885041230,RET#3306639,40266537467982,-99,-19.8,49.62,-1,overall fit and construction,GBP
S12796885073998,#3306639,39541981446222,99,19.8,79.2,1,,GBP
S12796885041230,#3306639,40266537467982,99,19.8,79.2,1,,GBP
S12796885106766,#3306639,39940334092366,129,0,129,1,,GBP
R12796887597134,RET#3306647,32841374990414,-64,-12.8,-51.2,-1,size or fit,GBP
R12796887629902,RET#3306647,39399871774798,-69,0,-69,-1,size or fit,GBP
R12796887695438,RET#3306647,39509196079182,-64,-12.8,-51.2,-1,size or fit,GBP
R12796887662670,RET#3306647,32576267616334,-64,-12.8,-51.2,-1,size or fit,GBP
S12796887695438,#3306647,39509196079182,64,12.8,51.2,1,,GBP
S12796887662670,#3306647,32576267616334,64,12.8,51.2,1,,GBP
S12796887629902,#3306647,39399871774798,69,0,69,1,,GBP
S12796887597134,#3306647,32841374990414,64,12.8,51.2,1,,GBP
R12796969189454,RET#3306799,40106358997070,-84.1,0,-82.68,-1,,GBP
S12796969156686,#3306799,40399675261006,84.1,16.82,67.28,1,,GBP
S12796969189454,#3306799,40106358997070,84.1,0,84.1,1,,GBP
R12796988358734,RET#3306840,32576267518030,-64,-17.92,-46.08,-1,size or fit,GBP
R12796988391502,RET#3306840,40106358997070,-69,-15.9,-53.1,-1,size or fit,GBP
S12796988424270,#3306840,32841360408654,64,15.4,48.6,1,,GBP
R12796988424270,RET#3306840,32841360408654,-64,-15.4,-48.6,-1,size or fit,GBP
S12796988391502,#3306840,40106358997070,69,15.9,53.1,1,,GBP
S12796988358734,#3306840,32576267518030,64,17.92,46.08,1,,GBP
R12797007659086,RET#3306871,39399871774798,-69,-14,-54.73,-1,does not suit me,GBP
R12797007724622,RET#3306871,39509196079182,-64,-13,-50.75,-1,does not suit me,GBP
R12797007691854,RET#3306871,32841374990414,-64,-13,-50.75,-1,does not suit me,GBP
S12797007659086,#3306871,39399871774798,69,14,55,1,,GBP
S12797007724622,#3306871,39509196079182,64,13,51,1,,GBP
S12797007691854,#3306871,32841374990414,64,13,51,1,,GBP
R12797046489166,RET#3306934,40230420873294,-69,-10,-58.45,-1,size or fit,GBP
R12797046521934,RET#3306934,39399871447118,-69,-10,-58.45,-1,size or fit,GBP
S12797046489166,#3306934,40230420873294,69,10,59,1,,GBP
S12797046521934,#3306934,39399871447118,69,10,59,1,,GBP
R12797096427598,RET#3307009,40287343771726,-89,0,-89,-1,too tight or too loose,GBP
S12797096427598,#3307009,40287343771726,89,0,89,1,,GBP
S12797096394830,#3307009,31677168287822,89,17.8,71.2,1,,GBP
R12797098557518,RET#3307013,40399675293774,-69,0,-68.8,-1,size or fit,GBP
R12797098524750,RET#3307013,39399871447118,-69,-13.8,-55.04,-1,size or fit,GBP
R12797098491982,RET#3307013,39399871709262,-69,-13.8,-55.04,-1,size or fit,GBP
S12797098491982,#3307013,39399871709262,69,13.8,55.2,1,,GBP
S12797098557518,#3307013,40399675293774,69,0,69,1,,GBP
S12797098524750,#3307013,39399871447118,69,13.8,55.2,1,,GBP
S12797112189006,#3307038,39399871676494,69,0,69,1,,GBP
R12797112156238,RET#3307038,39399871381582,-69,-13.8,-55.2,-1,size or fit,GBP
S12797112156238,#3307038,39399871381582,69,13.8,55.2,1,,GBP
S12797117562958,#3307053,40106359029838,69,13.8,55.2,1,,GBP
S12797117595726,#3307053,39399871709262,69,0,69,1,,GBP
S12797128966222,#3307081,39399871774798,69,13.8,55.2,1,,GBP
S12797128998990,#3307081,40245471182926,69,0,69,1,,GBP
R12797186834510,RET#3307168,40070730580046,-64,0,-63.69,-1,size or fit,GBP
S12797186801742,#3307168,40070730547278,64,12.8,51.2,1,,GBP
S12797186834510,#3307168,40070730580046,64,0,64,1,,GBP
S12797186965582,#3307169,40230420906062,69,0,69,1,,GBP
S12797186998350,#3307169,32841360998478,64,12.8,51.2,1,,GBP
R12797231792206,RET#3307233,40218374635598,-149,0,-79.8,-1,"fabric, color, design",GBP
S12797231792206,#3307233,40218374635598,149,0,149,1,,GBP
S12797231824974,#3307233,32841360638030,64,12.8,51.2,1,,GBP
R12797239328846,RET#3307246,32841360375886,-64,-12.8,-50.66,-1,size or fit,GBP
R12797239263310,RET#3307246,39399871643726,-69,0,-68.27,-1,size or fit,GBP
R12797239296078,RET#3307246,32841374859342,-64,-12.8,-50.66,-1,size or fit,GBP
S12797239328846,#3307246,32841360375886,64,12.8,51.2,1,,GBP
S12797239263310,#3307246,39399871643726,69,0,69,1,,GBP
S12797239296078,#3307246,32841374859342,64,12.8,51.2,1,,GBP
R12797276422222,RET#3307282,39301449252942,-84,0,-83.5,-1,overall fit and construction,GBP
R12797276389454,RET#3307282,39301457379406,-84,-16.8,-66.8,-1,overall fit and construction,GBP
S12797276389454,#3307282,39301457379406,84,16.8,67.2,1,,GBP
S12797276422222,#3307282,39301449252942,84,0,84,1,,GBP
S12797295394894,#3307299,40128470679630,89,17.8,71.2,1,,GBP
R12797295427662,RET#3307299,39452043345998,-139,-42,0,-1,too tight or too loose,GBP
S12797295427662,#3307299,39452043345998,139,42,97,1,,GBP
S12797333766222,#3307332,28587503583310,89,0,89,1,,GBP
R12797428432974,RET#3307417,39508945862734,-128,-12.8,-114.1,-2,size or fit,GBP
S12797428432974,#3307417,39508945862734,128,12.8,115.2,2,,GBP
R12797465034830,RET#3307455,39399871447118,-69,0,-68.56,-1,does not suit me,GBP
S12797465002062,#3307455,39399871709262,69,13.8,55.2,1,,GBP
R12797465002062,RET#3307455,39399871709262,-69,-13.8,-54.85,-1,does not suit me,GBP
S12797465034830,#3307455,39399871447118,69,0,69,1,,GBP
R12797484367950,RET#3307480,29426772082766,-89,-8.89,-80.11,-1,too tight or too loose,GBP
S12797484367950,#3307480,29426772082766,89,8.89,80.11,1,,GBP
R12797536501838,RET#3307564,39399871414350,-69,-13.8,0,-1,size or fit,GBP
R12797555867726,RET#3307598,32576267288654,-64,0,-63.66,-1,size or fit,GBP
R12797555834958,RET#3307598,32576267583566,-64,-12.8,-50.93,-1,size or fit,GBP
S12797555834958,#3307598,32576267583566,64,12.8,51.2,1,,GBP
S12797555867726,#3307598,32576267288654,64,0,64,1,,GBP
R12797598695502,RET#3307701,39399871676494,-69,0,0,-1,size or fit,GBP
S12797598695502,#3307701,39399871676494,69,0,69,1,,GBP
S12797598662734,#3307701,40106358997070,69,13.8,55.2,1,,GBP
R12797750214734,RET#3307991,28587546017870,-89,0,-88.68,-1,poor quality,GBP
S12797750214734,#3307991,28587546017870,89,0,89,1,,GBP
S12797893443662,#3308230,39399871676494,69,13.8,55.2,1,,GBP
R12797893476430,RET#3308230,39399871414350,-69,0,0,-1,size or fit,GBP
S12797893476430,#3308230,39399871414350,69,0,69,1,,GBP
R12797904158798,RET#3308249,40106359029838,-69,0,-69,-1,"fabric, color, design",GBP
S12797904158798,#3308249,40106359029838,69,0,69,1,,GBP
R12797933944910,RET#3308295,40399675261006,-69,0,-68.75,-1,size or fit,GBP
S12797933912142,#3308295,39399871938638,69,13.8,55.2,1,,GBP
R12797933912142,RET#3308295,39399871938638,-69,-13.8,-55,-1,size or fit,GBP
S12797933944910,#3308295,40399675261006,69,0,69,1,,GBP
R12797960650830,RET#3308335,39399871709262,-69,-10,-59,-1,size or fit,GBP
R12797960683598,RET#3308335,32841360441422,-64,-10,-54,-1,size or fit,GBP
S12797960650830,#3308335,39399871709262,69,10,59,1,,GBP
S12797960683598,#3308335,32841360441422,64,10,54,1,,GBP
R12797979689038,RET#3308354,28587503681614,-89,0,-88.54,-1,too tight or too loose,GBP
S12797979689038,#3308354,28587503681614,89,0,89,1,,GBP
R12797979656270,RET#3308354,28587503648846,-89,-17.8,-70.82,-1,ordered incorrectly or too many,GBP
S12797979656270,#3308354,28587503648846,89,17.8,71.2,1,,GBP
S12798019141710,#3308430,39399871676494,69,0,69,1,,GBP
R12798019141710,RET#3308430,39399871676494,-69,0,-69,-1,size or fit,GBP
S12798050697294,#3308485,40106358898766,69,0,69,1,,GBP
S12798050664526,#3308485,39399871643726,69,13.8,55.2,1,,GBP
S12798053548110,#3308487,40106359193678,69,0,69,1,,GBP
S12798053515342,#3308487,39926153117774,69,13.8,55.2,1,,GBP
R12798312808526,RET#3308791,31872561086542,-79,0,-79,-1,ordered incorrectly or too many,GBP
S12798312808526,#3308791,31872561086542,79,0,79,1,,GBP
S12798312775758,#3308791,40106359193678,69,13.8,55.2,1,,GBP
R12798354587726,RET#3308861,39991315300430,-84,-30.24,-53.48,-1,too tight or too loose,GBP
S12798354620494,#3308861,39991315267662,84,16.79,67.21,1,,GBP
S12798354587726,#3308861,39991315300430,84,30.24,53.76,1,,GBP
R12798386372686,RET#3308900,39399871676494,-69,0,-68.66,-1,size or fit,GBP
S12798386372686,#3308900,39399871676494,69,0,69,1,,GBP
S12798394564686,#3308908,40230420906062,69,13.79,55.21,1,,GBP
S12798424023118,#3308950,39399871676494,69,0,69,1,,GBP
R12798442012750,RET#3308976,39399871742030,-69,0,-68.27,-1,size or fit,GBP
S12798442012750,#3308976,39399871742030,69,0,69,1,,GBP
R12798486282318,RET#3309053,28587503485006,-89,-8.89,-80.11,-1,too tight or too loose,GBP
S12798486282318,#3309053,28587503485006,89,8.89,80.11,1,,GBP
R12798753931342,RET#3309218,32841360408654,-64,-12.8,-50.88,-1,size or fit,GBP
R12798753964110,RET#3309218,40245471084622,-69,0,-68.56,-1,size or fit,GBP
S12798753931342,#3309218,32841360408654,64,12.8,51.2,1,,GBP
S12798753964110,#3309218,40245471084622,69,0,69,1,,GBP
R12798809374798,RET#3309263,31872561250382,-79,-15.8,-63.09,-1,too tight or too loose,GBP
R12798955421774,RET#3309433,39399871742030,-69,0,-68.44,-1,size or fit,GBP
R12798955389006,RET#3309433,39926153085006,-69,-13.8,-54.75,-1,size or fit,GBP
S12798955389006,#3309433,39926153085006,69,13.8,55.2,1,,GBP
S12798955421774,#3309433,39399871742030,69,0,69,1,,GBP
R12798963449934,RET#3309436,32841360408654,-64,-12.8,-51.2,-1,size or fit,GBP
R12798963482702,RET#3309436,40106358997070,-69,0,-69,-1,size or fit,GBP
S12798963482702,#3309436,40106358997070,69,0,69,1,,GBP
S12798963449934,#3309436,32841360408654,64,12.8,51.2,1,,GBP
R12798972624974,RET#3309454,32576267583566,-64,-12.8,-51.2,-1,size or fit,GBP
R12798972657742,RET#3309454,32576267321422,-64,0,-64,-1,size or fit,GBP
S12798972657742,#3309454,32576267321422,64,0,64,1,,GBP
S12798972624974,#3309454,32576267583566,64,12.8,51.2,1,,GBP
R12798988255310,RET#3309484,32576267321422,-64,-4.83,-59.03,-1,size or fit,GBP
S12798988255310,#3309484,32576267321422,64,0,64,1,,GBP
R12799044649038,RET#3309562,39926154428494,-69,0,-69,-1,does not suit me,GBP
S12799044649038,#3309562,39926154428494,69,0,69,1,,GBP
R12799137480782,RET#3309705,32841374892110,-64,-12.8,-50.79,-1,size or fit,GBP
S12799137513550,#3309705,32841360408654,64,0,64,1,,GBP
R12799137513550,RET#3309705,32841360408654,-64,0,-63.48,-1,size or fit,GBP
S12799137480782,#3309705,32841374892110,64,12.8,51.2,1,,GBP
R12799212716110,RET#3309819,32576267550798,-64,-12.8,0,-1,size or fit,GBP
R12799212748878,RET#3309819,39867951448142,-64,0,0,-1,size or fit,GBP
S12799212748878,#3309819,39867951448142,64,0,64,1,,GBP
S12799212716110,#3309819,32576267550798,64,12.8,51.2,1,,GBP
R12799262654542,RET#3309903,31872561250382,-79,-15.8,-62.97,-1,overall fit,GBP
S12799262621774,#3309903,28538965131342,84,0,84,1,,GBP
S12799262654542,#3309903,31872561250382,79,15.8,63.2,1,,GBP
R12799295684686,RET#3309951,32841360375886,-64,0,-64,-1,size or fit,GBP
S12799295684686,#3309951,32841360375886,64,0,64,1,,GBP
S12799351521358,#3310055,40230420840526,69,13.8,55.2,1,,GBP
S12799351554126,#3310055,39399871938638,69,0,69,1,,GBP
R12805899452494,RET#3305327,40128470548558,-89,0,0,-1,too tight or too loose,GBP
R12805899419726,RET#3305327,28538965327950,-84,-16.8,0,-1,too tight or too loose,GBP
R12814450196558,RET#3306715,40106359128142,-69,0,0,-1,size or fit,GBP
R12805940379726,RET#3307674,40106358997070,-69,0,0,-1,size or fit,GBP
R12795633696846,RET#3304683,32576267583566,-64,-10,-54,-1,size or fit,GBP
S12795633664078,#3304683,31975519060046,84,16.8,67.2,1,,GBP
R12795633664078,RET#3304683,31975519060046,-84,-16.8,-67.2,-1,overall fit and construction,GBP
R12795633729614,RET#3304683,32576267321422,-64,-10,-54,-1,size or fit,GBP
R12795633631310,RET#3304683,39509055242318,-84,-16.8,-67.2,-1,overall fit and construction,GBP
S12795633696846,#3304683,32576267583566,64,10,54,1,,GBP
S12795633729614,#3304683,32576267321422,64,10,54,1,,GBP
S12795633631310,#3304683,39509055242318,84,16.8,67.2,1,,GBP
S12795661516878,#3304732,39399871414350,69,13.8,55.2,1,,GBP
S12795661549646,#3304732,39399871676494,69,0,69,1,,GBP
S12795711094862,#3304817,32576267255886,64,12.8,51.2,1,,GBP
R12795711094862,RET#3304817,32576267255886,-64,-12.8,0,-1,size or fit,GBP
S12795711062094,#3304817,40106358997070,69,0,69,1,,GBP
R12795842035790,RET#3305047,39399871709262,-69,0,-69,-1,size or fit,GBP
S12795842035790,#3305047,39399871709262,69,0,69,1,,GBP
R12795857469518,RET#3305080,28587503648846,-89,-17.79,-71.21,-1,too long or too short,GBP
S12795857469518,#3305080,28587503648846,89,17.79,71.21,1,,GBP
S12795876016206,#3305111,32715197972558,84,0,84,1,,GBP
R12795876016206,RET#3305111,32715197972558,-84,0,0,-1,shipping issues or timing,GBP
S12796096118862,#3305452,32841360441422,64,12.8,51.2,1,,GBP
S12796096151630,#3305452,40106359029838,69,0,69,1,,GBP
R12796097462350,RET#3305458,40154584612942,-89,0,-89,-1,"fabric, color, design",GBP
S12796097429582,#3305458,40110633648206,39,7.8,31.2,1,,GBP
S12796097495118,#3305458,40230420807758,69,13.8,55.2,1,,GBP
S12796097462350,#3305458,40154584612942,89,0,89,1,,GBP
S12796097527886,#3305458,39399871381582,69,13.8,55.2,1,,GBP
R12796167356494,RET#3305574,32841360506958,-64,-12.8,-50.85,-1,size or fit,GBP
S12796167389262,#3305574,32576267354190,64,12.8,51.2,1,,GBP
S12796167422030,#3305574,39399871774798,69,13.8,55.2,1,,GBP
R12796167422030,RET#3305574,39399871774798,-69,-13.8,-54.82,-1,size or fit,GBP
S12796167323726,#3305574,39991315693646,84,0,84,1,,GBP
S12796167356494,#3305574,32841360506958,64,12.8,51.2,1,,GBP
R12796216049742,RET#3305649,32576267321422,-64,0,-63.71,-1,size or fit,GBP
S12796216049742,#3305649,32576267321422,64,0,64,1,,GBP
R12796232761422,RET#3305683,40106359029838,-69,0,-68.54,-1,size or fit,GBP
S12796232761422,#3305683,40106359029838,69,0,69,1,,GBP
S12796368322638,#3305863,39399871774798,69,0,69,1,,GBP
R12796368289870,RET#3305863,32576267354190,-64,-12.8,-50.7,-1,size or fit,GBP
R12796368322638,RET#3305863,39399871774798,-69,0,-68.32,-1,size or fit,GBP
S12796368289870,#3305863,32576267354190,64,12.8,51.2,1,,GBP
R12796417572942,RET#3305917,32841360408654,-64,-12.8,0,-1,ordered incorrectly or too many,GBP
S12796417507406,#3305917,32841374859342,64,12.8,51.2,1,,GBP
R12796417540174,RET#3305917,32841374892110,-64,-12.8,0,-1,ordered incorrectly or too many,GBP
S12796417572942,#3305917,32841360408654,64,12.8,51.2,1,,GBP
S12796417605710,#3305917,32841360375886,64,0,64,1,,GBP
S12796417540174,#3305917,32841374892110,64,12.8,51.2,1,,GBP
R12796604121166,RET#3306189,40230420840526,-69,0,-68.75,-1,size or fit,GBP
R12796604088398,RET#3306189,40106358997070,-69,-13.8,-55,-1,size or fit,GBP
S12796604088398,#3306189,40106358997070,69,13.8,55.2,1,,GBP
S12796604121166,#3306189,40230420840526,69,0,69,1,,GBP
R12796608282702,RET#3306193,39399871742030,-69,-13.8,-55,-1,size or fit,GBP
S12796608282702,#3306193,39399871742030,69,13.8,55.2,1,,GBP
S12796608315470,#3306193,39399871479886,69,0,69,1,,GBP
R12796662710350,RET#3306274,40266537435214,-99,0,-98.34,-1,overall fit and construction,GBP
S12796662710350,#3306274,40266537435214,99,0,99,1,,GBP
S12796662743118,#3306274,39399872004174,69,13.8,55.2,1,,GBP
R12796710846542,RET#3306328,40230420840526,-69,0,-68.55,-1,size or fit,GBP
S12796710846542,#3306328,40230420840526,69,0,69,1,,GBP
R12796730703950,RET#3306356,39399871447118,-69,0,-68.89,-1,size or fit,GBP
S12796730703950,#3306356,39399871447118,69,0,69,1,,GBP
R12796752527438,RET#3306394,39399871414350,-69,0,-69,-1,size or fit,GBP
S12796752527438,#3306394,39399871414350,69,0,69,1,,GBP
S12796752494670,#3306394,40200690696270,34,6.8,27.2,1,,GBP
R12796819570766,RET#3306507,39399871971406,-69,-19.32,-49.35,-1,size or fit,GBP
R12796819603534,RET#3306507,40230420873294,-69,-6.89,-61.68,-1,size or fit,GBP
S12796819603534,#3306507,40230420873294,69,6.89,62.11,1,,GBP
S12796819570766,#3306507,39399871971406,69,19.32,49.68,1,,GBP
R12796824813646,RET#3306520,40230420840526,-69,-13.8,-55,-1,size or fit,GBP
R12796824846414,RET#3306520,40128449019982,-84,0,-83.7,-1,overall fit,GBP
S12796824846414,#3306520,40128449019982,84,0,84,1,,GBP
S12796824813646,#3306520,40230420840526,69,13.8,55.2,1,,GBP
R12796860465230,RET#3306588,40154584383566,-89,0,-88.24,-1,overall fit and construction,GBP
R12796860432462,RET#3306588,40154584645710,-89,-17.8,-70.59,-1,overall fit and construction,GBP
