transaction_line_item_id,order_transaction_id,product_id,full_price_retail,discounts,revenue,quantity,return_reason,currency
S12798053613646,#3308488,40106358898766,84.1,0,84.1,1,,GBP
S12798053646414,#3308489,40110633943118,47.85,47.85,0,1,,GBP
S12798053679182,#3308489,39991315333198,104.67,104.67,0,1,,GBP
S12798072193102,#3308510,31563607867470,102.38,0,102.38,1,,GBP
S12798072324174,#3308510,39668528087118,46.8,9.36,37.44,1,,GBP
S12798072225870,#3308510,40244728692814,46.8,9.36,37.44,1,,GBP
S12798072291406,#3308510,39668497678414,93.6,18.72,74.88,2,,GBP
S12798072258638,#3308510,39668514390094,46.8,9.36,37.44,1,,GBP
S12798072160334,#3308510,28619228119118,102.38,20.48,81.9,1,,GBP
S12798139170894,#3308578,39541981708366,120.66,0,120.66,1,,GBP
S12798139203662,#3308578,40128449118286,102.38,20.48,81.9,1,,GBP
S12798139138126,#3308578,40266537205838,120.66,24.13,96.53,1,,GBP
S12798139236430,#3308578,31563609964622,102.38,20.48,81.9,1,,GBP
S12798147067982,#3308591,39940333731918,153.57,15.36,138.21,1,,GBP
S12798148575310,#3308593,39399871381582,84.1,8.41,75.69,1,,GBP
S12798158995534,#3308607,28587503386702,104.99,0,104.99,1,,GBP
S12798271258702,#3308740,32893673209934,75.46,15.09,60.37,1,,GBP
S12798271291470,#3308740,32576267321422,75.46,0,75.46,1,,GBP
S12798301798478,#3308775,31975519125582,104.67,104.67,0,1,,GBP
S12798318346318,#3308803,39399872200782,88.99,88.99,0,1,,GBP
S12798325522510,#3308819,39508945993806,76.94,76.94,0,1,,GBP
S12798325489742,#3308819,32841360474190,76.94,76.94,0,1,,GBP
S12798325686350,#3308820,32841374892110,75.46,0,75.46,1,,GBP
S12798325653582,#3308820,39645442441294,75.46,15.09,60.37,1,,GBP
S12798330798158,#3308828,39399871709262,90.69,18.14,72.55,1,,GBP
S12798330830926,#3308828,40106359029838,90.69,0,90.69,1,,GBP
S12798343020622,#3308844,40106358997070,87.16,0,87.16,1,,GBP
S12798342987854,#3308844,32576267518030,80.93,16.19,64.74,1,,GBP
S12798342955086,#3308844,39399871938638,87.16,17.43,69.73,1,,GBP
S12798353309774,#3308859,39530801233998,98.43,0,98.43,1,,GBP
S12798353277006,#3308859,40245471510606,82.02,16.4,65.62,1,,GBP
S12798359142478,#3308864,40131552870478,125.52,25.09,100.43,1,,GBP
S12798359109710,#3308864,40230639992910,125.52,45.18,80.34,1,,GBP
S12798359076942,#3308864,39727245819982,105.83,38.11,67.72,1,,GBP
S12798367137870,#3308877,40245471084622,85.98,85.98,0,1,,GBP
S12798367105102,#3308877,32841360408654,78.5,78.5,0,1,,GBP
S12798380998734,#3308888,40287343575118,104.99,0,104.99,1,,GBP
S12798415798350,#3308941,39926152888398,87.16,8.72,78.44,1,,GBP
S12798415765582,#3308941,40230420840526,87.16,24.4,62.76,1,,GBP
S12798425661518,#3308955,39645442736206,76.78,0,76.78,1,,GBP
S12798425628750,#3308955,32841360703566,76.78,15.36,61.42,1,,GBP
S12798425595982,#3308955,39508945928270,76.78,15.36,61.42,1,,GBP
S12798426021966,#3308956,39399871676494,84.1,0,84.1,1,,GBP
S12798425989198,#3308956,32841360670798,76.78,15.36,61.42,1,,GBP
S12798443323470,#3308981,39508945928270,76.78,15.36,61.42,1,,GBP
S12798443356238,#3308981,39926153052238,84.1,0,84.1,1,,GBP
S12798492934222,#3309068,40110634041422,45.93,9.19,36.74,1,,GBP
S12798492901454,#3309068,40230420938830,82.02,0,82.02,1,,GBP
S12798492966990,#3309068,40230424936526,45.93,9.19,36.74,1,,GBP
S12798568497230,#3309089,32645809209422,98.43,0,98.43,1,,GBP
S12798666506318,#3309134,40110633975886,45.78,9.16,36.62,1,,GBP
S12798666539086,#3309134,39668514259022,45.78,0,45.78,1,,GBP
S12798666473550,#3309134,40051635159118,45.78,9.16,36.62,1,,GBP
S12798692720718,#3309157,32893687824462,80.93,15.92,65.01,1,,GBP
S12798692687950,#3309157,32893671473230,80.93,15.92,65.01,1,,GBP
S12798692753486,#3309157,32576267550798,80.93,15.92,65.01,1,,GBP
S12798760681550,#3309223,28538965327950,102.92,102.92,0,1,,GBP
S12798762221646,#3309225,39474849251406,130.47,130.47,0,1,,GBP
S12798832443470,#3309284,39614898438222,118.11,29.11,89,1,,GBP
S12798832476238,#3309284,28619227889742,98.43,24.43,74,1,,GBP
S12798832541774,#3309284,39827785973838,164.04,72.04,92,1,,GBP
S12798832509006,#3309284,28587503648846,104.99,25.99,79,1,,GBP
S12798884741198,#3309355,32826539769934,102.38,0,102.38,1,,GBP
S12798886543438,#3309360,39926153052238,82.02,0,82.02,1,,GBP
S12798886510670,#3309360,40230420873294,82.02,16.4,65.62,1,,GBP
S12798910627918,#3309400,40245471150158,82.02,16.4,65.62,1,,GBP
S12798910660686,#3309400,39399871742030,82.02,0,82.02,1,,GBP
S12798913577038,#3309405,31677179428942,100.36,100.36,0,1,,GBP
S12798934777934,#3309413,39428677369934,0,0,0,1,,GBP
S12798968791118,#3309447,39991315267662,98.43,0,98.43,1,,GBP
S12798979702862,#3309469,39399871676494,82.02,12.02,70,1,,GBP
S12798979670094,#3309469,39399871414350,82.02,12.02,70,1,,GBP
S12798997954638,#3309502,40230424838222,45.93,9.19,36.74,1,,GBP
S12798997987406,#3309502,40230433947726,91.86,18.37,73.49,2,,GBP
S12798997823566,#3309502,39926152659022,82.02,12.02,70,1,,GBP
S12798997889102,#3309502,40051635093582,45.93,9.19,36.74,1,,GBP
S12798997921870,#3309502,40051635355726,45.93,9.19,36.74,1,,GBP
S12798997856334,#3309502,39399871643726,82.02,12.02,70,1,,GBP
S12798998052942,#3309502,39399871643726,82.02,12.02,70,1,,GBP
S12798998020174,#3309502,39926152659022,82.02,12.02,70,1,,GBP
S12799001526350,#3309509,39926153052238,82.02,0,82.02,1,,GBP
S12799007948878,#3309518,39337885597774,118.11,23.62,94.49,1,,GBP
S12799007916110,#3309518,40245470396494,154.2,0,154.2,1,,GBP
S12799007981646,#3309518,39541981053006,118.11,23.62,94.49,1,,GBP
S12799011717198,#3309521,39428677369934,0,0,0,1,,GBP
S12799014240334,#3309524,40106359128142,82.02,0,82.02,1,,GBP
S12799014207566,#3309524,39399871742030,82.02,16.4,65.62,1,,GBP
S12799018926158,#3309529,28538965327950,98.43,0,98.43,1,,GBP
S12799025479758,#3309533,32715198300238,102.38,0,102.38,1,,GBP
S12799050121294,#3309568,39399871709262,82.4,0,82.4,1,,GBP
S12799050088526,#3309568,32841360703566,76.29,15.26,61.03,1,,GBP
S12799055855694,#3309576,40114229772366,45.93,8.93,37,1,,GBP
S12799055921230,#3309576,40110633680974,45.93,8.93,37,1,,GBP
S12799055822926,#3309576,40230424838222,45.93,9.19,36.74,1,,GBP
S12799055888462,#3309576,40110633943118,45.93,8.93,37,1,,GBP
S12799071486030,#3309598,40245471182926,83.84,0,83.84,1,,GBP
S12799198658638,#3309796,28587503681614,105.72,0,105.72,1,,GBP
S12799220219982,#3309825,28587538153550,104.44,0,104.44,1,,GBP
S12799220252750,#3309825,40200690991182,39.82,7.96,31.86,1,,GBP
S12799249449038,#3309876,28619227824206,97.92,0,97.92,1,,GBP
S12799257772110,#3309895,39399871774798,69,0,69,1,,GBP
S12799265439822,#3309911,32715198333006,97.92,0,97.92,1,,GBP
S12799265407054,#3309911,32835402104910,97.92,19.58,78.34,1,,GBP
S12799300042830,#3309961,39668527661134,45.69,9.14,36.55,1,,GBP
S12799300010062,#3309961,32841375023182,75.07,15.01,60.06,1,,GBP
S12799300075598,#3309961,40106359423054,81.6,0,81.6,1,,GBP
S12799312003150,#3309983,39508945436750,75.07,15.01,60.06,1,,GBP
S12799312035918,#3309983,32841360638030,75.07,0,75.07,1,,GBP
S12799311904846,#3309983,40051635355726,45.69,9.14,36.55,1,,GBP
S12799311970382,#3309983,32841374859342,75.07,15.01,60.06,1,,GBP
S12799311937614,#3309983,40051634831438,45.69,9.14,36.55,1,,GBP
S12799321931854,#3310008,39991315333198,102.07,0,102.07,1,,GBP
S12799360630862,#3310071,40245470494798,153.4,0,153.4,1,,GBP
S12799377309774,#3310105,40128449052750,102.07,0,102.07,1,,GBP
S12799407358030,#3310167,40230420938830,86.85,17.37,69.48,1,,GBP
S12799407325262,#3310167,40266537205838,124.08,0,124.08,1,,GBP
S12795501477966,#3304562,40106359029838,76.84,15.37,61.47,1,,GBP
S12795501510734,#3304562,39399871709262,76.84,0,76.84,1,,GBP
S12795517075534,#3304576,39399871643726,82.04,12.04,70,1,,GBP
S12795517108302,#3304576,31677179428942,98.45,19.69,78.76,1,,GBP
S12795517141070,#3304576,39399871643726,82.04,16.41,65.63,1,,GBP
S12795517042766,#3304576,31677168287822,105.01,16.01,89,1,,GBP
S12795554955342,#3304593,32835366322254,98.45,39.37,59.08,1,,GBP
S12795554857038,#3304593,39337886023758,118.13,51.39,66.74,1,,GBP
S12795554824270,#3304593,39509055569998,98.45,39.38,59.07,1,,GBP
S12795554889806,#3304593,29426777882702,105.01,45.76,59.25,1,,GBP
S12795554922574,#3304593,39399871774798,82.04,35.54,46.5,1,,GBP
S12795613642830,#3304661,32576267288654,64,0,64,1,,GBP
S12795613610062,#3304661,32576267550798,64,12.8,51.2,1,,GBP
S12795638218830,#3304690,31975518797902,84,16.8,67.2,1,,GBP
S12795638251598,#3304690,32715198136398,84,0,84,1,,GBP
S12795666169934,#3304741,28538965426254,98.45,19.69,78.76,1,,GBP
S12795666137166,#3304741,28587503714382,105.01,0,105.01,1,,GBP
S12795672821838,#3304749,40245470429262,129,0,129,1,,GBP
S12795702313038,#3304799,39668514390094,39,7.8,31.2,1,,GBP
S12795702345806,#3304799,39399871742030,69,0,69,1,,GBP
S12795703165006,#3304801,28587533238350,89,13,76,1,,GBP
S12795703197774,#3304801,40106358898766,69,10,59,1,,GBP
S12795703984206,#3304805,40245471117390,86.93,0,86.93,1,,GBP
S12795709816910,#3304812,40128470581326,89,0,89,1,,GBP
S12795711782990,#3304819,39399871676494,69,0,69,1,,GBP
S12795711750222,#3304819,40230420873294,69,13.8,55.2,1,,GBP
S12795719450702,#3304830,39399871742030,69,0,69,1,,GBP
S12795736424526,#3304861,32645808685134,104.13,0,104.13,1,,GBP
S12795736391758,#3304861,31975518994510,104.13,20.83,83.3,1,,GBP
S12795746222158,#3304874,39399871447118,69,0,69,1,,GBP
S12795772567630,#3304913,39399871905870,69,0,69,1,,GBP
S12795772502094,#3304913,40245471051854,69,13.8,55.2,1,,GBP
S12795772534862,#3304913,39399871643726,69,13.8,55.2,1,,GBP
S12795772698702,#3304914,39399871742030,69,69,0,1,,GBP
S12795772665934,#3304914,39337886023758,99,99,0,1,,GBP
S12795774009422,#3304917,40245471215694,69,13.8,55.2,1,,GBP
S12795774042190,#3304917,40245470822478,129,0,129,1,,GBP
S12795775385678,#3304919,39399871709262,69,13.8,55.2,1,,GBP
S12795775418446,#3304919,40245471117390,69,0,69,1,,GBP
S12795779809358,#3304927,39399871676494,69,0,69,1,,GBP
S12795789869134,#3304946,40110634008654,78,7.8,70.2,2,,GBP
S12795789803598,#3304946,40110634270798,39,7.8,31.2,1,,GBP
S12795789770830,#3304946,40110634532942,78,15.6,62.4,2,,GBP
S12795789836366,#3304946,40114229837902,39,7.8,31.2,1,,GBP
S12795797733454,#3304965,40106358997070,69,13.8,55.2,1,,GBP
S12795797766222,#3304965,39399871676494,69,0,69,1,,GBP
S12795819130958,#3304999,40236984533070,124.4,124.4,0,1,,GBP
S12795837710414,#3305035,40266536878158,127,127,0,1,,GBP
S12795856093262,#3305074,40106358898766,69,13.8,55.2,1,,GBP
S12795856126030,#3305074,28587503386702,89,0,89,1,,GBP
S12795861925966,#3305089,28587503419470,91.86,0,91.86,1,,GBP
S12795861893198,#3305089,39399871414350,71.24,14.25,56.99,1,,GBP
S12795875852366,#3305110,28538965360718,84,0,84,1,,GBP
S12795875819598,#3305110,40110633975886,39,7.8,31.2,1,,GBP
S12795877392462,#3305112,40128470712398,105.97,0,105.97,1,,GBP
S12795897086030,#3305144,39337885925454,120.59,11.92,108.67,1,,GBP
S12795897118798,#3305144,32715198005326,102.32,28.54,73.78,1,,GBP
S12795924447310,#3305184,31872561119310,79,0,79,1,,GBP
S12795969994830,#3305258,32576267616334,64,12.8,51.2,1,,GBP
S12795969962062,#3305258,40399675359310,69,0,69,1,,GBP
S12795985789006,#3305286,40106358997070,69,0,69,1,,GBP
S12795985756238,#3305286,32841360408654,64,12.8,51.2,1,,GBP
S12796009939022,#3305323,39940333502542,142.81,0,142.81,1,,GBP
S12796009873486,#3305323,40245471117390,76.7,15.34,61.36,1,,GBP
S12796009906254,#3305323,40239063105614,109.76,21.95,87.81,1,,GBP
S12796035530830,#3305357,39399871742030,69,13.8,55.2,1,,GBP
S12796035563598,#3305357,39399871479886,69,0,69,1,,GBP
S12796076359758,#3305416,32576267288654,64,0,64,1,,GBP
S12796089663566,#3305440,39645442441294,82.55,0,82.55,1,,GBP
S12796089696334,#3305440,40399675261006,88.9,0,88.9,1,,GBP
S12796094775374,#3305448,39926153085006,69,13.8,55.2,1,,GBP
S12796094808142,#3305448,40106359128142,69,0,69,1,,GBP
S12796098412622,#3305460,39724644433998,99,0,99,1,,GBP
S12796098969678,#3305461,40245470625870,129,0,129,1,,GBP
S12796099002446,#3305461,40287343509582,89,17.8,71.2,1,,GBP
S12796109652046,#3305482,39399871742030,84.05,16.81,67.24,1,,GBP
S12796109684814,#3305482,39399871479886,84.05,0,84.05,1,,GBP
S12796116500558,#3305494,31872561119310,79,0,79,1,,GBP
S12796116533326,#3305494,39399871512654,69,13.8,55.2,1,,GBP
S12796144681038,#3305536,32715198300238,84,16.8,67.2,1,,GBP
S12796144648270,#3305536,39434150641742,99,0,99,1,,GBP
S12796158083150,#3305561,40245471150158,69,13.8,55.2,1,,GBP
S12796158050382,#3305561,39337885696078,99,0,99,1,,GBP
S12796165849166,#3305571,39399871414350,90.84,0,90.84,1,,GBP
S12796201926734,#3305625,39991315267662,102.32,0,102.32,1,,GBP
S12796251308110,#3305708,40106358997070,69,13.8,55.2,1,,GBP
S12796251373646,#3305708,40399675261006,69,0,69,1,,GBP
S12796251340878,#3305708,39399871676494,69,13.8,55.2,1,,GBP
S12796253831246,#3305715,40418104082510,99,15,84,1,,GBP
S12796253864014,#3305715,40409870925902,84,13,71,1,,GBP
S12796253765710,#3305715,40230642155598,99,15,84,1,,GBP
S12796253798478,#3305715,40230646349902,69,10,59,1,,GBP
S12796292595790,#3305765,39991315300430,84,0,84,1,,GBP
S12796463448142,#3305988,31563605606478,84,0,84,1,,GBP
S12796539535438,#3306097,40128470614094,89,0,89,1,,GBP
S12796599992398,#3306182,32715198267470,84,16.8,67.2,1,,GBP
S12796599959630,#3306182,32715198300238,84,16.8,67.2,1,,GBP
S12796600057934,#3306182,39509054881870,84,16.8,67.2,1,,GBP
S12796600025166,#3306182,39509054652494,84,16.8,67.2,1,,GBP
S12796600090702,#3306182,39940334026830,129,0,129,1,,GBP
S12796700917838,#3306319,28587503485006,89,0,89,1,,GBP
S12796745875534,#3306376,40070730514510,64,17.92,46.08,1,,GBP
S12796745842766,#3306376,31975518797902,84,8.4,75.6,1,,GBP
S12796771434574,#3306424,28587535892558,89,20.6,68.4,1,,GBP
S12796771467342,#3306424,40106358997070,69,15.89,53.11,1,,GBP
S12796797714510,#3306476,31872561283150,79,0,79,1,,GBP
S12796800139342,#3306481,39399871512654,69,0,69,1,,GBP
S12796803842126,#3306485,40266537173070,99,0,99,1,,GBP
S12796819734606,#3306508,39867951415374,64,12.8,51.2,1,,GBP
S12796819701838,#3306508,39668494401614,39,7.8,31.2,1,,GBP
S12796819800142,#3306508,32576267518030,64,12.8,51.2,1,,GBP
S12796819767374,#3306508,39399871414350,69,0,69,1,,GBP
S12796846276686,#3306562,39337885990990,99,0,99,1,,GBP
S12796846309454,#3306562,32826539868238,84,16.8,67.2,1,,GBP
S12796917973070,#3306708,39422053318734,129,57,72,1,,GBP
S12796918005838,#3306708,39422054137934,129,39,90,1,,GBP
S12796919480398,#3306712,39399871742030,69,0,69,1,,GBP
S12796948250702,#3306754,32893687824462,64,12.8,51.2,1,,GBP
S12796948283470,#3306754,40070730481742,64,0,64,1,,GBP
S12796981051470,#3306826,39940333994062,129,129,0,1,,GBP
S12797033971790,#3306916,39530801070158,84,8.4,75.6,1,,GBP
S12797035905102,#3306917,39827786039374,139,42,97,1,,GBP
S12797035872334,#3306917,39827786006606,139,61.4,77.6,1,,GBP
S12797061496910,#3306953,31563605606478,84,0,84,1,,GBP
S12797112057934,#3307036,31872561217614,79,15.8,63.2,1,,GBP
S12797112025166,#3307036,39827785908302,139,42,97,1,,GBP
S12797172875342,#3307148,39940333535310,129,19.45,109.55,1,,GBP
S12797235658830,#3307241,39399871709262,69,0,69,1,,GBP
S12797404708942,#3307405,39474848661582,109,21.8,87.2,1,,GBP
S12797404741710,#3307405,39474849185870,109,21.8,87.2,1,,GBP
S12797404774478,#3307405,39474848923726,109,0,109,1,,GBP
S12797457563726,#3307446,32576267550798,64,0,64,1,,GBP
S12797467099214,#3307460,28538965327950,84,0,84,1,,GBP
S12797520576590,#3307528,32841360670798,64,0,64,1,,GBP
S12797547905102,#3307583,32893687824462,64,12.8,51.2,1,,GBP
S12797547937870,#3307583,39399871709262,69,10,59,1,,GBP
S12797547970638,#3307583,32841374924878,64,10,54,1,,GBP
S12797567074382,#3307622,32576267550798,64,0,64,1,,GBP
S12797567041614,#3307622,40070730481742,64,12.8,51.2,1,,GBP
S12797655679054,#3307811,40230657753166,64,0,64,1,,GBP
S12797655646286,#3307811,32576267616334,64,12.8,51.2,1,,GBP
S12797664919630,#3307836,40106359193678,69,0,69,1,,GBP
S12797664886862,#3307836,39668499939406,39,7.8,31.2,1,,GBP
S12797770203214,#3308033,40245471084622,69,13.8,55.2,1,,GBP
S12797770235982,#3308033,39399871676494,69,0,69,1,,GBP
S12797805723726,#3308081,39827785809998,139,42,97,1,,GBP
S12797815783502,#3308097,28587503452238,89,0,89,1,,GBP
S12797815750734,#3308097,28619227889742,84,16.8,67.2,1,,GBP
S12797849862222,#3308156,40128470548558,89,0,89,1,,GBP
S12797973102670,#3308348,39399871742030,69,13.8,55.2,1,,GBP
S12798012981326,#3308419,32841375023182,64,12.8,51.2,1,,GBP
S12798012948558,#3308419,31563613044814,84,0,84,1,,GBP
S12798079369294,#3308523,32841374924878,64,0,64,1,,GBP
S12798079336526,#3308523,39399871709262,69,0,69,1,,GBP
S12798079303758,#3308523,39744217645134,39,0,39,1,,GBP
S12798087626830,#3308530,40409332449358,84,17,67,1,,GBP
S12798087659598,#3308530,32576267321422,64,13,51,1,,GBP
S12798087692366,#3308530,29426777882702,89,17.8,71.2,1,,GBP
S12798176886862,#3308631,32841374859342,78.5,78.5,0,1,,GBP
S12799586041934,#3310339,39399871676494,81.6,0,81.6,1,,GBP
S12795493580878,#3304558,39926153117774,69,0,69,1,,GBP
S12795507736654,#3304567,40070730514510,64,0,64,1,,GBP
S12795507703886,#3304567,32576267321422,64,12.8,51.2,1,,GBP
S12795508883534,#3304569,39474849251406,109,0,109,1,,GBP
S12795508850766,#3304569,39434150674510,99,19.8,79.2,1,,GBP
S12795514028110,#3304573,39474849185870,127.98,0,127.98,1,,GBP
S12795513995342,#3304573,39434150576206,118.13,23.63,94.5,1,,GBP
S12795516846158,#3304575,28538965393486,98.45,0,98.45,1,,GBP
S12795523006542,#3304578,39399871676494,87.11,17.42,69.69,1,,GBP
S12795523072078,#3304578,28587503419470,112.35,0,112.35,1,,GBP
S12795523039310,#3304578,28587503616078,112.35,22.47,89.88,1,,GBP
S12795522973774,#3304578,40106358997070,87.11,17.42,69.69,1,,GBP
S12795537031246,#3304581,40230420873294,76.4,15.28,61.12,1,,GBP
S12795537064014,#3304581,39399871709262,76.4,0,76.4,1,,GBP
S12795550564430,#3304591,39541981085774,133.58,0,133.58,1,,GBP
S12795553284174,#3304592,32841360506958,71.22,0,71.22,1,,GBP
S12795553185870,#3304592,39668497678414,44.03,8.81,35.22,1,,GBP
S12795553218638,#3304592,40110634008654,44.03,8.81,35.22,1,,GBP
S12795553251406,#3304592,32841374990414,71.22,14.24,56.98,1,,GBP
S12795560427598,#3304601,39541981577294,99,19.8,79.2,1,,GBP
S12795560460366,#3304601,39614896832590,99,0,99,1,,GBP
S12795562295374,#3304603,31975519027278,84,0,84,1,,GBP
S12795562262606,#3304603,31975518470222,84,16.8,67.2,1,,GBP
S12795564851278,#3304606,39926152888398,363.36,72.67,290.69,4,,GBP
S12795564884046,#3304606,40106358997070,363.36,54.5,308.86,4,,GBP
S12795565047886,#3304608,39399871512654,82.04,16.04,66,1,,GBP
S12795564982350,#3304608,32576267354190,75.47,15.47,60,1,,GBP
S12795565015118,#3304608,32841360769102,75.47,15.47,60,1,,GBP
S12795574059086,#3304618,28538965131342,84,0,84,1,,GBP
S12795575631950,#3304619,32576267386958,64,0,64,1,,GBP
S12795577073742,#3304621,39399871414350,69,0,69,1,,GBP
S12795577040974,#3304621,39926152888398,69,13.8,55.2,1,,GBP
S12795579695182,#3304625,40200690892878,40.03,8.01,32.02,1,,GBP
S12795579727950,#3304625,31872561184846,95.16,0,95.16,1,,GBP
S12795584118862,#3304630,28619228119118,98.45,0,98.45,1,,GBP
S12795586412622,#3304632,40106359128142,69,0,69,1,,GBP
S12795589099598,#3304635,39399871381582,69,0,69,1,,GBP
S12795589066830,#3304635,39399871643726,69,13.8,55.2,1,,GBP
S12795593687118,#3304641,39399871414350,69,0,69,1,,GBP
S12795603124302,#3304648,40070730514510,64,0,64,1,,GBP
S12795609251918,#3304652,31677178118222,84,0,84,1,,GBP
S12795609481294,#3304654,39509196079182,64,0,64,1,,GBP
S12795611611214,#3304657,39399871512654,69,0,69,1,,GBP
S12795612954702,#3304660,40230420873294,69,0,69,1,,GBP
S12795618033742,#3304667,39991315431502,102.32,0,102.32,1,,GBP
S12795618328654,#3304669,39399871774798,69,0,69,1,,GBP
S12795618820174,#3304672,32576267321422,64,0,64,1,,GBP
S12795618918478,#3304673,39399871414350,69,0,69,1,,GBP
S12795624915022,#3304677,39399871414350,69,0,69,1,,GBP
S12795634548814,#3304686,29426777882702,89,0,89,1,,GBP
S12795640676430,#3304693,28587538153550,89,8.9,80.1,1,,GBP
S12795640643662,#3304693,28587535892558,89,8.9,80.1,1,,GBP
S12795640774734,#3304694,29426777882702,89,0,89,1,,GBP
S12795642871886,#3304699,39399871643726,69,0,69,1,,GBP
S12795642839118,#3304699,39399871381582,69,13.8,55.2,1,,GBP
S12795650048078,#3304709,31872561217614,79,0,79,1,,GBP
S12795650932814,#3304711,32576267550798,64,12.8,51.2,1,,GBP
S12795650965582,#3304711,32576267288654,64,0,64,1,,GBP
S12795656306766,#3304722,32841360703566,64,0,64,1,,GBP
S12795659550798,#3304728,28587503714382,89,28.2,60.8,1,,GBP
S12795659583566,#3304728,39399871774798,69,21.79,47.21,1,,GBP
S12795664990286,#3304738,39399871479886,69,0,69,1,,GBP
S12795666104398,#3304740,32841360408654,71.6,0,71.6,1,,GBP
S12795671314510,#3304745,31975518830670,84,0,84,1,,GBP
S12795671281742,#3304745,39509205319758,84,16.8,67.2,1,,GBP
S12795682226254,#3304762,40128470712398,89,0,89,1,,GBP
S12795692482638,#3304779,32835402072142,84,16.8,67.2,1,,GBP
S12795692417102,#3304779,40154584940622,89,0,89,1,,GBP
S12795692449870,#3304779,40226609168462,84,16.8,67.2,1,,GBP
S12795693924430,#3304783,39337886220366,99,35.64,63.36,1,,GBP
S12795693957198,#3304783,39337885925454,99,19.8,79.2,1,,GBP
S12795697856590,#3304787,39926153117774,69,10,59,1,,GBP
S12795697889358,#3304787,39399871774798,69,10,59,1,,GBP
S12795701723214,#3304794,32715198038094,84,16.8,67.2,1,,GBP
S12795701690446,#3304794,40154584416334,89,0,89,1,,GBP
S12795701919822,#3304796,40245471117390,69,13.79,55.21,1,,GBP
S12795705720910,#3304806,39399871971406,69,13.8,55.2,1,,GBP
S12795705753678,#3304806,39399871709262,69,0,69,1,,GBP
S12795714568270,#3304823,40245471117390,69,0,69,1,,GBP
S12795715911758,#3304826,39399871512654,69,0,69,1,,GBP
S12795715878990,#3304826,39399871774798,69,13.8,55.2,1,,GBP
S12795716698190,#3304828,40409332547662,84,0,84,1,,GBP
S12795719647310,#3304831,40106358997070,69,0,69,1,,GBP
S12795727020110,#3304846,32576267255886,64,0,64,1,,GBP
S12795730231374,#3304850,39399871414350,69,0,69,1,,GBP
S12795732852814,#3304854,39399871414350,69,0,69,1,,GBP
S12795732820046,#3304854,39399871676494,69,13.8,55.2,1,,GBP
S12795734196302,#3304856,40230421004366,69,13.8,55.2,1,,GBP
S12795734229070,#3304856,39399871840334,69,0,69,1,,GBP
S12795742814286,#3304869,39399872233550,69,13.79,55.21,1,,GBP
S12795745697870,#3304873,40245471313998,69,13.8,55.2,1,,GBP
S12795745665102,#3304873,40245471084622,69,13.8,55.2,1,,GBP
S12795745730638,#3304873,40245471051854,69,0,69,1,,GBP
S12795762507854,#3304893,39399871414350,69,13.8,55.2,1,,GBP
S12795762540622,#3304893,39399871676494,69,0,69,1,,GBP
S12795763195982,#3304896,39399871414350,69,0,69,1,,GBP
S12795763884110,#3304898,39399871676494,69,13.8,55.2,1,,GBP
S12795763916878,#3304898,39399871414350,69,0,69,1,,GBP
S12795770044494,#3304908,39399871447118,69,0,69,1,,GBP
S12795770011726,#3304908,39399871709262,69,13.8,55.2,1,,GBP
S12795770667086,#3304910,32841374990414,64,0,64,1,,GBP
S12795770634318,#3304910,32841360769102,64,12.8,51.2,1,,GBP
S12795790131278,#3304948,40230420807758,69,0,69,1,,GBP
S12795793080398,#3304955,40128470515790,89,0,89,1,,GBP
S12795807989838,#3304980,40245471150158,69,0,69,1,,GBP
S12795808940110,#3304983,32841360375886,0,0,0,1,,GBP
S12795822243918,#3305003,39399871643726,69,0,69,1,,GBP
S12795827126350,#3305014,32576267288654,64,0,64,1,,GBP
S12795833909326,#3305029,32576267321422,64,12.8,51.2,1,,GBP
S12795833942094,#3305029,32576267583566,64,0,64,1,,GBP
S12795838693454,#3305038,39530801070158,84,0,84,1,,GBP
S12795839086670,#3305040,39541981085774,99,0,99,1,,GBP
S12795839053902,#3305040,39541981610062,99,19.8,79.2,1,,GBP
S12795841544270,#3305046,39399872200782,69,0,69,1,,GBP
S12795841511502,#3305046,32841360408654,64,12.8,51.2,1,,GBP
S12795842068558,#3305048,39530801102926,84,0,84,1,,GBP
S12795884961870,#3305127,39399871774798,69,13.8,55.2,1,,GBP
S12795884994638,#3305127,39399871512654,69,0,69,1,,GBP
S12795901149262,#3305148,32841360474190,64,12.8,51.2,1,,GBP
S12795901116494,#3305148,40230420906062,69,0,69,1,,GBP
S12795902722126,#3305153,32576267321422,64,12.8,51.2,1,,GBP
S12795902689358,#3305153,40070730514510,64,12.8,51.2,1,,GBP
S12795902754894,#3305153,32576267583566,64,0,64,1,,GBP
S12795913896014,#3305173,39399871414350,69,0,69,1,,GBP
S12795915665486,#3305176,39399871676494,69,0,69,1,,GBP
S12795915632718,#3305176,32841374892110,64,12.8,51.2,1,,GBP
S12795927330894,#3305185,39399871709262,69,0,69,1,,GBP
S12795927298126,#3305185,32841374924878,64,12.8,51.2,1,,GBP
S12795931033678,#3305191,28587533238350,89,0,89,1,,GBP
S12795931787342,#3305193,39337885892686,99,0,99,1,,GBP
S12795933163598,#3305195,39399871512654,69,0,69,1,,GBP
S12795933196366,#3305195,32576267616334,64,12.8,51.2,1,,GBP
S12795939160142,#3305203,40070730481742,64,0,64,1,,GBP
S12795940077646,#3305206,39926153052238,69,0,69,1,,GBP
